Identifier (RIC),Company Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,Region of Headquarters,Year,CAP,CAPln,OPM,BOARD,LEV,WORDSln,CONTR,GAP,RDBL,ESG Combined score,ESG Controversies Score,ESG Score,Emissions Score,Innovation Score,Environmental Pillar Score,Governance Pillar Score,Human Rights Score,Management Score,Product Responsibility Score,Resource Use Score,Shareholders Score,Social Pillar Score,Workforce Score,CSR Strategy Score,Community Score,LinkedIn URL,POSTS,WORDS,WORDS_per_post,SENTENCES_per_post,POSTSln,Cat_ESG_posts,Cat_E_posts,Cat_S_posts,Cat_G_posts,Cat_N_posts,Resource_Use_posts,Emissions_posts,Innovation_posts,Workforce_posts,Human_Rights_posts,Community_posts,Product_Responsibility_posts,Management_posts,Shareholders_posts,CSR_Strategy_posts,Cat_ESG_words,Cat_E_words,Cat_S_words,Cat_G_words,Cat_N_words,Resource_Use_words,Emissions_words,Innovation_words,Workforce_words,Human_Rights_words,Community_words,Product_Responsibility_words,Management_words,Shareholders_words,CSR_Strategy_words,Gunning_Fog,A_01_score,A_02_score,B_01_score,B_02_score,B_03_score,C_01_score,C_02_score,C_04_score,C_05_score,C_06_score,D_01_score,L_01_score,Crit_A,Crit_B,Crit_C,Crit_D,Crit_L,Gunning_Fog_ESG,A_01_score_ESG,A_02_score_ESG,B_01_score_ESG,B_02_score_ESG,B_03_score_ESG,C_01_score_ESG,C_02_score_ESG,C_04_score_ESG,C_05_score_ESG,C_06_score_ESG,D_01_score_ESG,L_01_score_ESG,Crit_A_ESG,Crit_B_ESG,Crit_C_ESG,Crit_D_ESG,Crit_L_ESG,RDBL_ESG,Gunning_Fog_E,A_01_score_E,A_02_score_E,B_01_score_E,B_02_score_E,B_03_score_E,C_01_score_E,C_02_score_E,C_04_score_E,C_05_score_E,C_06_score_E,D_01_score_E,L_01_score_E,Crit_A_E,Crit_B_E,Crit_C_E,Crit_D_E,Crit_L_E,RDBL_E,Gunning_Fog_S,A_01_score_S,A_02_score_S,B_01_score_S,B_02_score_S,B_03_score_S,C_01_score_S,C_02_score_S,C_04_score_S,C_05_score_S,C_06_score_S,D_01_score_S,L_01_score_S,Crit_A_S,Crit_B_S,Crit_C_S,Crit_D_S,Crit_L_S,RDBL_S,Gunning_Fog_G,A_01_score_G,A_02_score_G,B_01_score_G,B_02_score_G,B_03_score_G,C_01_score_G,C_02_score_G,C_04_score_G,C_05_score_G,C_06_score_G,D_01_score_G,L_01_score_G,Crit_A_G,Crit_B_G,Crit_C_G,Crit_D_G,Crit_L_G,RDBL_G,Gunning_Fog_N,A_01_score_N,A_02_score_N,B_01_score_N,B_02_score_N,B_03_score_N,C_01_score_N,C_02_score_N,C_04_score_N,C_05_score_N,C_06_score_N,D_01_score_N,L_01_score_N,Crit_A_N,Crit_B_N,Crit_C_N,Crit_D_N,Crit_L_N,RDBL_N,ESG Weighted Score_posts,ESG Weighted Score_words,ESG Score_z,ESG Weighted Score_posts_z,ESG Weighted Score_words_z
COA.L,Coats Group PLC,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Europe,2025,"1,858,547,387.10",21.34,0.1748779,0.7273,1.7921289,8.86517042,0,0.245999333,3.449447968,78.95060134,100,78.95060134,59.32,80,73.62,83.38,86.54,87.15,53.16,77.47,64.38,77.97,89.33,92.97,81.4,https://www.linkedin.com/company/coats,97,7081,73,4.103092784,4.574710979,0.793814433,0.432989691,0.453608247,0.175257732,0.206185567,0.195876289,0.082474227,0.381443299,0.195876289,0.010309278,0.103092784,0.216494845,0.030927835,0,0.154639175,0.800593137,0.446123429,0.483547522,0.201807654,0.199406863,0.228781246,0.141081768,0.393447253,0.252930377,0.008332156,0.14447112,0.247987572,0.034317187,0,0.182318882,15.38687532,4.418604651,4.127906977,2.372093023,3.121212121,3.360465116,4.454545455,4,3.523255814,3.104651163,3.325581395,3.069767442,3.26744186,4.273255814,2.924418605,3.501937984,3.069767442,3.26744186,14.93598763,4.420289855,4.15942029,2.391304348,3.12962963,3.405797101,4.459459459,4,3.550724638,3.144927536,3.391304348,3.101449275,3.31884058,4.289855072,2.951690821,3.542753623,3.101449275,3.31884058,3.479585712,14.91538732,4.514285714,4.171428571,2.485714286,3.153846154,3.542857143,4.45,4.148148148,3.657142857,3.171428571,3.428571429,3.142857143,3.4,4.342857143,3.047619048,3.606666667,3.142857143,3.4,3.551774892,14.76708927,4.25,4.1,2.35,3.117647059,3.225,4.4,3.692307692,3.475,3.15,3.4,3.125,3.25,4.175,2.870833333,3.481666667,3.125,3.25,3.40655303,15.73251802,4.4,3.933333333,2.266666667,2.928571429,3.266666667,4.222222222,3.5,3.333333333,3.066666667,3.2,2.8,2.666666667,4.166666667,2.811111111,3.373333333,2.8,2.666666667,3.258114478,17.21694888,4.411764706,4,2.294117647,3.083333333,3.176470588,4.428571429,4,3.411764706,2.941176471,3.058823529,2.941176471,3.058823529,4.205882353,2.81372549,3.33627451,2.941176471,3.058823529,3.327124183,81.85752577,87.3725293,1.315838138,1.745952666,1.561837471
COLM.OQ,Columbia Sportswear Co,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Americas,2025,"2,527,673,498.09",21.65,0.0803724,0.8889,0,8.440959885,0,-0.397579145,3.817645846,58.59836445,100,58.59836445,21.22,19.07,27.52,75.54,43.37,80.27,7.33,54.68,85.76,40.55,67.32,36.55,46.74,https://www.linkedin.com/company/columbia-sportswear,54,4633,85.7962963,4.740740741,3.988984047,0.814814815,0.092592593,0.777777778,0.092592593,0.185185185,0.037037037,0.018518519,0.037037037,0.537037037,0,0.259259259,0.111111111,0,0,0.092592593,0.879775523,0.112669976,0.823656378,0.096265918,0.120224477,0.049212174,0.021368444,0.042089359,0.586445068,0,0.28836607,0.109000648,0,0,0.096265918,14.1627788,4.408163265,4.285714286,2.816326531,3.310344828,3.673469388,4.727272727,3.85,3.979591837,3.530612245,3.775510204,3.836734694,4.12244898,4.346938776,3.261904762,3.808163265,3.836734694,4.12244898,14.34114679,4.395348837,4.279069767,2.813953488,3.296296296,3.674418605,4.705882353,3.771428571,3.906976744,3.511627907,3.76744186,3.837209302,4.209302326,4.337209302,3.263565891,3.759689922,3.837209302,4.209302326,3.802184637,13.34923046,4.6,4,3.2,4,3.6,5,4.333333333,4.2,3.4,3.8,4.2,3.6,4.3,3.5,3.836666667,4.2,3.6,3.861111111,14.32107371,4.390243902,4.292682927,2.804878049,3.24,3.682926829,4.6875,3.735294118,3.87804878,3.512195122,3.780487805,3.804878049,4.195121951,4.341463415,3.25203252,3.749593496,3.804878049,4.195121951,3.792941611,12.8688794,4.6,4.4,3,3.75,4,4.5,4,4,3.8,3.8,3.4,4,4.5,3.566666667,3.866666667,3.4,4,3.903333333,12.88447485,4.5,4.333333333,2.833333333,3.5,3.666666667,4.8,4.4,4.5,3.666666667,3.833333333,3.833333333,3.5,4.416666667,3.25,4.155555556,3.833333333,3.5,3.928451179,41.08148148,43.77187136,0.217135853,-0.016609265,-0.180443292
CROX.OQ,Crocs Inc,Textiles & Apparel,Footwear,Footwear (NEC),Americas,2025,"3,655,277,538.72",22.02,0.2552327,0.8889,0.7350414,8.06022424,1,0.407681309,3.593001443,38.49451172,11.9047619,65.08426154,50,28.8,45.71,46.85,86.54,49.01,93.67,59.57,45.3,79.02,53.35,38.37,86.28,https://www.linkedin.com/company/crocsinc,29,3166,109.1724138,6.862068966,3.36729583,0.689655172,0.068965517,0.620689655,0.344827586,0.310344828,0.068965517,0.034482759,0.068965517,0.413793103,0,0.206896552,0.068965517,0.034482759,0.068965517,0.24137931,0.648768162,0.151295009,0.56190777,0.45609602,0.351231838,0.151295009,0.076753001,0.151295009,0.264687303,0,0.30953885,0.096651927,0.019898926,0.102021478,0.334175616,12.77931555,4.107142857,4.214285714,2.535714286,3.19047619,3.321428571,4.529411765,4.3,3.714285714,3.107142857,3.428571429,3,4.464285714,4.160714286,2.94047619,3.613690476,3,4.464285714,12.47378094,4.15,4.25,2.4,3.307692308,3.25,4.5,4.461538462,3.6,3.05,3.4,2.85,4.5,4.2,2.866666667,3.525833333,2.85,4.5,3.548535354,14.92658731,4,4,3,3.5,3.5,4.5,5,4.5,3.5,3.5,3.5,5,4,3.333333333,4.2,3.5,5,3.958333333,12.07587974,4.166666667,4.277777778,2.388888889,3.363636364,3.277777778,4.555555556,4.545454545,3.611111111,3.055555556,3.388888889,2.888888889,4.555555556,4.222222222,2.87037037,3.523148148,2.888888889,4.555555556,3.566975309,13.65838812,4.1,4.2,2.7,3.444444444,3.4,4.571428571,4.444444444,4,3.4,3.6,3.3,4.6,4.15,3.15,3.905,3.3,4.6,3.784848485,13.54315208,4,4.125,2.875,3,3.5,4.571428571,4,4,3.25,3.5,3.375,4.375,4.0625,3.125,3.833333333,3.375,4.375,3.704166667,68.35448276,72.68574542,0.567272793,1.162277865,0.974954102
DESA.IS,Desa Deri Sanayi ve Ticaret AS,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,"108,890,375.44",18.51,0.2213556,0.4,0.1079523,7.084226422,0,0.490466493,3.713030303,13.58453841,100,13.58453841,17.7,0,5,12.64,47.76,17.25,0,0.93,1.06,16.84,8.84,6.99,3.35,https://www.linkedin.com/company/desa_2,24,1193,49.70833333,3.708333333,3.17805383,0.416666667,0,0.125,0.291666667,0.583333333,0,0,0,0.041666667,0,0.083333333,0,0.166666667,0,0.125,0.379715004,0,0.091366303,0.288348701,0.620284996,0,0,0,0.038558256,0,0.052808047,0,0.15255658,0,0.135792121,13.29142019,4.466666667,4.2,2.666666667,2.818181818,3.533333333,4.8,3.888888889,3.733333333,3.333333333,3.533333333,3.8,4.533333333,4.333333333,3.044444444,3.601111111,3.8,4.533333333,13.1507456,4.666666667,4.5,2.666666667,3,4,4.5,4,4,3.5,3.666666667,3.5,4.166666667,4.583333333,3.277777778,3.747222222,3.5,4.166666667,3.809848485,,,,,,,,,,,,,,,,,,,,8.565424432,5,4.5,2.5,3,4,,3,4,3.5,3.5,3.5,2.5,4.75,3.333333333,3.5,3.5,2.5,3.6,15.44340619,4.5,4.5,2.75,3,4,4.5,4.333333333,4,3.5,3.75,3.5,5,4.5,3.25,3.870833333,3.5,5,3.914772728,13.38520325,4.333333333,4,2.666666667,2.714285714,3.222222222,5,3.8,3.555555556,3.222222222,3.444444444,4,4.777777778,4.166666667,2.888888889,3.503703704,4,4.777777778,3.648484849,5.791666667,5.183336127,-2.2129063,-1.542026583,-1.722439807
DIOR.PA,Christian Dior SE,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Europe,2025,"107,492,225,778.00",25.4,0.2311326,0.4444,0.6093759,10.50569748,1,0.021364382,3.600750203,47.110108,16.66666667,77.55354933,86.02,80,87.25,54.06,86.54,50.26,93.67,95.37,62.24,86.27,95.43,60.75,61.28,https://www.linkedin.com/company/christian-dior-couture/,285,36523,128.1508772,6.421052632,5.65248918,0.543859649,0.059649123,0.50877193,0.133333333,0.456140351,0.038596491,0.007017544,0.045614035,0.438596491,0.014035088,0.077192982,0.056140351,0.035087719,0,0.115789474,0.708156504,0.104564247,0.663308052,0.250034225,0.291843496,0.074884319,0.019467185,0.080442461,0.579689511,0.025983627,0.15458752,0.061030036,0.066122717,0,0.223448238,15.65764698,4.237226277,4.062043796,2.430656934,3.094736842,2.894160584,4.949579832,4.162790698,3.620437956,3.167883212,3.160583942,3.554744526,4.952554745,4.149635036,2.737226277,3.525790754,3.554744526,4.952554745,15.64175964,4.130718954,3.986928105,2.366013072,3.135135135,2.751633987,4.915254237,4.08974359,3.575163399,3.22875817,3.130718954,3.653594771,4.941176471,4.058823529,2.635076253,3.451851852,3.653594771,4.941176471,3.543797452,18.86976824,4.176470588,4.117647059,2.882352941,3.25,3.470588235,4.916666667,4.125,4.058823529,3.470588235,3.588235294,3.764705882,5,4.147058824,3.205882353,3.95,3.764705882,5,3.877094474,15.42217345,4.118055556,3.972222222,2.340277778,3.107843137,2.715277778,4.909090909,4.157142857,3.541666667,3.208333333,3.097222222,3.631944444,4.9375,4.045138889,2.600694444,3.430439815,3.631944444,4.9375,3.524617705,19.66985235,4.055555556,4.055555556,2.972222222,3.257142857,3.472222222,4.892857143,3.96875,4.083333333,3.722222222,3.722222222,4.083333333,4.888888889,4.055555556,3.24537037,4.014351852,4.083333333,4.888888889,3.909848485,15.67773592,4.371900826,4.157024793,2.512396694,3.037974684,3.074380165,4.983333333,4.223404255,3.67768595,3.090909091,3.198347107,3.429752066,4.966942149,4.26446281,2.866391185,3.619283747,3.429752066,4.966942149,3.672764838,56.30414035,79.86366646,1.240419193,0.641396667,1.261783575
DLTH.OQ,Duluth Holdings Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Americas,2025,"65,041,145.84",17.99,-0.0416754,0.7778,0.3248905,7.885705391,0,0.129651206,3.574260462,28.56769643,100,28.56769643,9.18,0,15.52,50.85,16.34,58.64,14.1,35.58,34.4,18.81,7.1,36.55,47.53,https://www.linkedin.com/company/duluth-trading-company,31,2659,85.77419355,6.161290323,3.433987204,0.612903226,0.032258065,0.580645161,0.129032258,0.387096774,0.032258065,0,0.032258065,0.322580645,0,0.225806452,0.032258065,0.096774194,0,0.032258065,0.504324934,0.028958255,0.464460323,0.141782625,0.495675066,0.028958255,0,0.028958255,0.253478751,0,0.193681835,0.017299737,0.11282437,0,0.028958255,12.39961252,4.321428571,4.071428571,2.607142857,3.466666667,3.321428571,4.6,3.619047619,3.785714286,3.285714286,3.607142857,3.464285714,3.642857143,4.196428571,3.029761905,3.580952381,3.464285714,3.642857143,11.99273646,4.4375,4.1875,2.625,3.142857143,3.375,4.8,3.727272727,3.75,3.1875,3.6875,3.4375,3.9375,4.3125,3.010416667,3.58125,3.4375,3.9375,3.615625,9.289177489,5,4,3,,4,,,3,3,4,3,5,4.5,3.5,3.333333333,3,5,3.777777778,12.10423357,4.466666667,4.2,2.6,3.166666667,3.4,4.8,3.7,3.733333333,3.2,3.733333333,3.466666667,3.866666667,4.333333333,3.011111111,3.586666667,3.466666667,3.866666667,3.62030303,15.19091102,4.5,4.25,3,3.333333333,3.5,4.5,3.666666667,3.75,3.25,3.5,3.5,4.5,4.375,3.166666667,3.475,3.5,4.5,3.671085859,12.94211393,4.166666667,3.916666667,2.583333333,3.75,3.25,4.4,3.5,3.833333333,3.416666667,3.5,3.5,3.25,4.041666667,3.055555556,3.580555556,3.5,3.25,3.519107744,17.98387097,16.39557728,-1.404050249,-1.015013345,-1.274399043
ECNL.MI,Aquafil SpA,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics,Europe,2025,"101,855,710.75",18.44,0.0062512,0.5,2.1737332,10.6416081,0,0.950031901,3.653505438,62.52028626,100,62.52028626,50.62,28.8,39.97,55.94,58.33,72.05,91.77,43.52,4.33,71.76,62.5,52.82,79.57,https://www.linkedin.com/company/aquafil-spa,312,41840,134.1025641,7.413461538,5.743003188,0.916666667,0.794871795,0.384615385,0.269230769,0.083333333,0.621794872,0.105769231,0.727564103,0.054487179,0.019230769,0.121794872,0.243589744,0.057692308,0.028846154,0.221153846,0.95210325,0.836639579,0.452557361,0.301720841,0.04789675,0.687452199,0.11417304,0.784655832,0.056716061,0.020219885,0.141945507,0.298087954,0.072992352,0.028011472,0.252772467,16.1888885,4.170731707,3.93728223,2.81533101,3.242798354,3.588850174,4.740963855,4.048543689,3.818815331,3.505226481,3.613240418,3.547038328,3.480836237,4.054006969,3.218350755,3.791347271,3.547038328,3.480836237,16.29711589,4.169741697,3.94095941,2.833948339,3.252136752,3.608856089,4.751552795,4.082051282,3.848708487,3.52398524,3.627306273,3.568265683,3.487084871,4.055350554,3.237392374,3.816051661,3.568265683,3.487084871,3.66989079,16.03394593,4.163179916,3.928870293,2.836820084,3.259433962,3.594142259,4.75862069,4.075144509,3.841004184,3.531380753,3.623430962,3.573221757,3.527196653,4.046025105,3.237796374,3.817573222,3.573221757,3.527196653,3.672980855,16.38914786,4.091666667,3.883333333,2.841666667,3.283018868,3.608333333,4.742857143,3.964285714,3.841666667,3.566666667,3.616666667,3.6,3.366666667,3.9875,3.244444444,3.798194444,3.6,3.366666667,3.642794613,16.88574365,4.102564103,3.948717949,2.858974359,3.242857143,3.564102564,4.66,4.13559322,3.858974359,3.576923077,3.615384615,3.576923077,3.538461538,4.025641026,3.228632479,3.849786325,3.576923077,3.538461538,3.678515929,14.35578711,4.1875,3.875,2.5,3,3.25,4.4,3.454545455,3.3125,3.1875,3.375,3.1875,3.375,4.03125,2.895833333,3.372916667,3.1875,3.375,3.375978535,74.43179487,82.7942641,0.428858254,1.424972277,1.378890154
FIGS.N,Figs Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Americas,2025,"1,604,075,999.80",21.2,0.004077,0.7778,0.0129928,7.278628942,0,0.430027277,3.243137255,30.46709532,100,30.46709532,11.49,0,13.6,52.23,16.03,66.34,12.97,28.7,14.41,22.61,14.33,38.37,59.45,https://www.linkedin.com/company/wearfigs,18,1449,80.5,5.555555556,2.890371758,0.777777778,0,0.722222222,0.166666667,0.222222222,0,0,0,0.277777778,0,0.5,0.055555556,0,0,0.166666667,0.787439614,0,0.755003451,0.180124224,0.212560386,0,0,0,0.302277433,0,0.553485162,0.100759144,0,0,0.180124224,10.66323997,4.176470588,4.058823529,2.294117647,3.090909091,2.941176471,4.333333333,2.866666667,3.529411765,2.941176471,2.941176471,3.529411765,3,4.117647059,2.676470588,3.158823529,3.529411765,3,10.08079714,4.153846154,4.076923077,2.307692308,3.125,2.923076923,4.2,2.818181818,3.538461538,2.923076923,3,3.615384615,3.076923077,4.115384615,2.641025641,3.153846154,3.615384615,3.076923077,3.253379953,,,,,,,,,,,,,,,,,,,,10.04403142,4.083333333,4,2.416666667,3.142857143,2.833333333,4,2.8,3.583333333,3,3,3.833333333,2.916666667,4.041666667,2.638888889,3.15,3.833333333,2.916666667,3.246717172,9.378631013,4.666666667,4.333333333,2,3,3.333333333,4.5,3,3,2.666666667,3,2.666666667,3.666666667,4.5,2.777777778,3.133333333,2.666666667,3.666666667,3.28030303,12.55617918,4.25,4,2.25,3,3,5,3,3.5,3,2.75,3.25,2.75,4.125,2.791666667,3.175,3.25,2.75,3.209848485,25.03444444,26.47851622,-1.301512434,-0.710249295,-0.871485157
FOSL.OQ,Fossil Group Inc,Textiles & Apparel,Apparel & Accessories,Watches,Americas,2025,"174,925,113.96",18.98,-0.0299662,0.7778,1.2056698,7.724004657,0,1.195452007,3.683179622,53.90118719,100,53.90118719,37.66,29.49,43.56,65.79,87.91,63.94,14.1,61.86,64.36,51.86,51.54,77.14,47.53,https://www.linkedin.com/company/fossil,23,2262,98.34782609,5.52173913,3.135494216,0.913043478,0.043478261,0.826086957,0.434782609,0.086956522,0,0.043478261,0,0.608695652,0,0.47826087,0,0.130434783,0,0.304347826,0.914677277,0.055260831,0.862953139,0.458001768,0.085322723,0,0.055260831,0,0.617152962,0,0.49204244,0,0.091954023,0,0.366047745,13.73528379,4.52173913,4.217391304,2.826086957,3.222222222,3.695652174,4.5,3.866666667,3.782608696,3.434782609,3.608695652,3.608695652,3.565217391,4.369565217,3.239130435,3.669565217,3.608695652,3.565217391,13.67339174,4.523809524,4.19047619,2.857142857,3.235294118,3.761904762,4.444444444,3.785714286,3.761904762,3.428571429,3.666666667,3.666666667,3.523809524,4.357142857,3.301587302,3.673015873,3.666666667,3.523809524,3.697979798,13.01864407,5,4,3,3,4,4,4,3,3,4,3,1,4.5,3.333333333,3.6,3,1,3.416666667,13.57586401,4.473684211,4.105263158,2.842105263,3.25,3.736842105,4.444444444,3.692307692,3.736842105,3.421052632,3.631578947,3.736842105,3.368421053,4.289473684,3.289473684,3.638596491,3.736842105,3.368421053,3.66092504,14.72469522,4.7,4.4,2.9,3.25,3.8,4.4,4.285714286,3.9,3.4,3.7,3.4,4,4.55,3.333333333,3.805,3.4,4,3.816515152,14.38515038,4.5,4.5,2.5,3,3,5,5,4,3.5,3,3,4,4.5,2.583333333,3.633333333,3,4,3.527777778,73.33913043,77.29184792,-0.03643821,1.37774139,1.159013797
GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics,Europe,2025,"60,757,136.56",17.92,0.0872804,0.4286,1.3478856,9.386811515,0,-0.090062572,3.615217535,37.9723966,100,37.9723966,5.9,28.8,35.7,17.56,86.54,13.28,59.49,63.89,39.84,48.92,22.87,5.56,14.33,https://www.linkedin.com/company/gabriel,158,11930,75.50632911,4.96835443,5.062595033,0.424050633,0.227848101,0.265822785,0.094936709,0.575949367,0.183544304,0.018987342,0.151898734,0.069620253,0,0,0.196202532,0.037974684,0.012658228,0.069620253,0.430511316,0.237887678,0.268734283,0.111818944,0.569488684,0.18650461,0.024224644,0.166303437,0.064626991,0,0,0.204107293,0.039228835,0.008130763,0.081978206,13.877851,4.470588235,4.287581699,2.39869281,3.21875,3.464052288,4.473684211,3.73015873,3.477124183,3.058823529,3.339869281,3.091503268,4.947712418,4.379084967,2.945533769,3.37832244,3.091503268,4.947712418,14.64585644,4.492307692,4.276923077,2.461538462,3.228571429,3.446153846,4.303030303,3.695652174,3.476923077,3.076923077,3.338461538,3.092307692,4.969230769,4.384615385,2.97948718,3.418717949,3.092307692,4.969230769,3.631313131,14.57331557,4.5,4.222222222,2.638888889,3.217391304,3.472222222,4.142857143,3.461538462,3.444444444,3.138888889,3.444444444,3.138888889,4.944444444,4.361111111,3.092592593,3.465740741,3.138888889,4.944444444,3.657800225,14.65233356,4.56097561,4.268292683,2.463414634,3.35,3.414634146,4.388888889,3.8,3.512195122,3.12195122,3.341463415,3.073170732,5,4.414634146,2.971544715,3.419512195,3.073170732,5,3.644961813,15.89732745,4.142857143,4.285714286,2.428571429,3.090909091,3.571428571,4.333333333,3.888888889,3.5,3,3.285714286,3,4.857142857,4.214285714,3.011904762,3.473809524,3,4.857142857,3.594011544,13.31057426,4.454545455,4.295454545,2.352272727,3.206896552,3.477272727,4.708333333,3.75,3.477272727,3.045454545,3.340909091,3.090909091,4.931818182,4.375,2.920454545,3.348484848,3.090909091,4.931818182,3.603328742,22.80531646,23.6026119,-0.896343621,-0.806604304,-0.986406193
GEO.MI,Geox SpA,Textiles & Apparel,Footwear,Footwear (NEC),Europe,2025,"115,095,278.21",18.56,0.0109603,0.3333,4.8984668,7.560601163,0,-1.972695924,3.59729798,74.84451592,100,74.84451592,67.41,29.49,59.66,66.22,87.91,64.68,89.74,84.29,92.46,82.92,78.7,34.55,71.91,https://www.linkedin.com/company/geox-spa,20,1921,96.05,4.55,2.995732274,0.35,0.15,0.2,0,0.65,0,0,0.15,0.1,0,0.05,0.15,0,0,0,0.366996356,0.177511713,0.189484643,0,0.633003644,0,0,0.177511713,0.103071317,0,0.056741281,0.132743363,0,0,0,15.02052241,4.25,4,2.7,3.117647059,3.1,4.7,4.076923077,3.65,3.25,3.25,3.9,3.95,4.125,2.975,3.579166667,3.9,3.95,15.32118983,4.428571429,4.142857143,2.857142857,3.333333333,3.571428571,4.6,4.166666667,4,3.571428571,3.714285714,3.857142857,4.142857143,4.285714286,3.261904762,3.938095238,3.857142857,4.142857143,3.85,15.3057211,4.333333333,4.333333333,2.666666667,3.666666667,3.666666667,4.5,3.666666667,4,3.333333333,3.666666667,3.333333333,5,4.333333333,3.333333334,3.766666667,3.333333333,5,3.830808081,15.33279139,4.5,4,3,3,3.5,4.666666667,4.666666667,4,3.75,3.75,4.25,3.5,4.25,3.208333333,4.066666667,4.25,3.5,3.864393939,,,,,,,,,,,,,,,,,,,,14.85862456,4.153846154,3.923076923,2.615384615,3,2.846153846,4.8,4,3.461538462,3.076923077,3,3.923076923,3.846153846,4.038461538,2.82051282,3.385897436,3.923076923,3.846153846,3.461227661,25.533,26.30241541,1.094173785,-0.688699018,-0.878522139
GIL.TO,Gildan Activewear Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Americas,2025,"9,853,769,482.31",23.01,0.2126864,0.84,1.1349939,9.208839246,1,0.547632035,3.768973238,67.85094533,80.95238095,67.85094533,87.89,80,73.64,29.63,86.54,7.27,85.13,57.1,68.85,85.62,86.28,82.57,83.84,https://www.linkedin.com/company/gildan,111,9985,89.95495495,4.594594595,4.709530201,0.846846847,0.117117117,0.72972973,0.225225225,0.153153153,0.081081081,0.018018018,0.063063063,0.441441441,0.009009009,0.333333333,0.081081081,0.018018018,0.009009009,0.207207207,0.862493741,0.147621432,0.725287932,0.234752128,0.137506259,0.102854281,0.021432148,0.081522283,0.425137707,0.021532298,0.323585378,0.086229344,0.028342514,0.007811718,0.207811718,16.06960543,4.103092784,3.989690722,2.742268041,3.353846154,3.783505155,4.551724138,3.71875,3.93814433,3.422680412,3.762886598,3.546391753,4.659793814,4.046391753,3.273195876,3.781786942,3.546391753,4.659793814,16.23202568,4.117647059,4,2.835294118,3.410714286,3.811764706,4.528301887,3.655172414,3.941176471,3.494117647,3.811764706,3.623529412,4.658823529,4.058823529,3.325490196,3.805294118,3.623529412,4.658823529,3.799441474,17.02107039,3.666666667,3.916666667,2.833333333,3.636363636,3.75,4.333333333,4.111111111,3.916666667,3.333333333,3.75,3.25,4.833333333,3.791666667,3.375,3.761111111,3.25,4.833333333,3.727651515,16.46905351,4.180555556,4.027777778,2.902777778,3.395833333,3.819444444,4.545454545,3.591836735,3.986111111,3.583333333,3.875,3.819444444,4.625,4.104166667,3.356481481,3.849537037,3.819444444,4.625,3.844563692,17.19513487,4.173913043,4.086956522,2.782608696,3.5,3.956521739,4.473684211,3.8125,3.826086957,3.434782609,3.695652174,3.391304348,4.826086957,4.130434783,3.384057971,3.772463768,3.391304348,4.826086957,3.806389987,14.91912864,4,3.916666667,2.083333333,3,3.583333333,4.8,4.333333333,3.916666667,2.916666667,3.416666667,3,4.666666667,3.958333333,2.902777778,3.615277778,3,4.666666667,3.553156566,77.77738739,79.92570055,0.71663042,1.569586942,1.264262455
